invoice_amount,days_until_due,previous_avg_delay,previous_late_payments,customer_invoice_count,customer_tenure_months,is_disputed,delay_days,source,is_delayed,risk_category
24335.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
20355.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
50341.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
23923.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
55978.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
11318.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
5825.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
340589.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2500.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
10462.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
785.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
797.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
177.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
5994.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1495.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
7963.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2956.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
3747.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1416.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
258.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
6454.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
482.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
8912.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4632.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
16703.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
118.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
118.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4389.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
202.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
37470.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
21183.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
8472.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
21656.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
21713.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
123.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
101.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
25270.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
183277.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
6017.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
94504.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
44276.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
124.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
86062.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
22622.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
8582.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
12687.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
3149.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
4527.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
1398.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
7755.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
1788.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
3760.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
6791.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
9559.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
5041.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
59249.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
24964.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
109.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
10323.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
43588.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
15873.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
15350.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
38304.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
15900.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
43744.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
18630.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
14723.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
32989.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
24506.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
13233.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
86423.0,5,0.2163616792249731,500,10000,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
9054.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
9105.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
290.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
3244.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
10070.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
11364.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
675.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
88497.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
14032.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
5566.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
6636.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
21205.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
31813.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
6477.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
3908.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
114666.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
6235.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
10783.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
63557.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
436.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
105.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
218.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
415.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
488.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
4547.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
968.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
4357.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
515.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
194.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
441.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
492.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1280.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
22373.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
718.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
13350.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
8507.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
151092.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
111834.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
6928.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
18630.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
40970.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
9559.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
38777.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
866.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
258.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
453.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
134.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
206.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
113.0,5,0.2163616792249731,500,10000,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
5269.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
25805.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
628.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
9954.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
314.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
24424.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6828.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
5194.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1331.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
11746.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
13094.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
85981.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
15845.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
22488.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
36906.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6633.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
33523.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
188953.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
14675.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
8507.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
11573.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6928.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
3764.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
9696.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
55918.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
38569.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
11275.0,5,0.2163616792249731,500,10000,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2170.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1323.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
262.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
46754.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1130.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4182.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
3519.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
370.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1791.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
3246.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
290.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
579.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1040.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4842.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1529.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
10649.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
947.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1570.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
579.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1236.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1236.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
47827.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
735.0,5,0.2163616792249731,500,10000,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
660.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
3970.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
675.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
6791.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
725.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
5210.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
906.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1392.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
866.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
579.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
3155.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4309.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
7328.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2882.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
532.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1722.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
7598.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
6791.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
13254.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
28913.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2809.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
195.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
8722.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1254.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
112899.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
53403.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
35948.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
3264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
130432.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
138263.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
43623.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2301.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
25303.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
629.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
9397.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
1665.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
70022.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
10945.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
7817.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
40133.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
15413.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
14793.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
107.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
349.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
202.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
36915.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
735.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
47003.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
735.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
29114.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
735.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
101185.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
2574.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
735.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
54164.0,5,0.2163616792249731,500,10000,120.0,0,-4.0,EnterpriseERP_DS3,0,LOW
